BFA-RO4,BGA-RO4,BFA-RO1,BGA-RO1,BGA-RO2,BGA-RO3,BFA-RO2,BFA-RO3,◊Ó”≈÷µ
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105300,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105351,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105324,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105544,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105354,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
0,105577,0,105384,105364,105508,0,0,105780
